Member_number,Date,itemDescription
4440,2015-12-01,"sparkling wine, root vegetables"
4441,2014-02-15,"butter, bottled beer"
4441,2014-12-12,"newspapers, fruit/vegetable juice, waffles"
4441,2015-02-18,"soda, curd"
4441,2015-05-05,"grapes, soda"
4441,2015-06-17,"packaged fruit/vegetables, dishes"
4441,2015-11-09,"citrus fruit, bottled beer, rolls/buns, hygiene articles, softener"
4442,2014-01-05,"citrus fruit, baking powder"
4442,2014-03-24,"pork, processed cheese"
4442,2014-04-08,"pastry, pet care, margarine"
4442,2015-06-10,"berries, other vegetables, fruit/vegetable juice, whole milk, specialty bar"
4442,2015-11-28,"whole milk, whipped/sour cream"
4443,2014-01-31,"other vegetables, whole milk"
4443,2014-10-19,"frozen meals, brown bread, dishes"
4443,2014-11-10,"other vegetables, whole milk"
4444,2014-04-25,"other vegetables, long life bakery product, pastry"
4444,2014-07-09,"bottled water, canned beer"
4444,2014-12-08,"frozen meals, pasta, curd"
4444,2015-07-22,"sausage, rolls/buns, UHT-milk, onions"
4444,2015-10-06,"soda, root vegetables, fruit/vegetable juice"
4445,2014-04-25,"rolls/buns, light bulbs, long life bakery product"
4445,2014-05-23,"flower (seeds), domestic eggs"
4445,2014-11-07,"yogurt, whole milk"
4445,2015-04-15,"canned beer, flour"
4445,2015-05-20,"frozen fish, sausage, chocolate, rolls/buns"
4445,2015-12-01,"berries, other vegetables"
4447,2015-05-01,"rolls/buns, butter"
4448,2014-02-21,"other vegetables, fruit/vegetable juice"
4448,2014-06-11,"citrus fruit, curd"
4448,2014-10-19,"herbs, grapes, butter"
4448,2014-12-11,"UHT-milk, whole milk, herbs"
4448,2015-01-06,"frankfurter, tropical fruit"
4449,2014-09-25,"root vegetables, brown bread"
4449,2014-12-11,"curd, salty snack"
4449,2015-03-30,"citrus fruit, frankfurter, coffee, UHT-milk, candy, fruit/vegetable juice"
4450,2014-02-01,"beef, condensed milk"
4450,2014-10-31,"bottled beer, rolls/buns"
4450,2015-07-30,"UHT-milk, condensed milk, pastry"
4451,2014-11-23,"cream cheese , fruit/vegetable juice"
4452,2015-06-17,"pastry, pork"
4452,2015-11-23,"pork, other vegetables"
4453,2014-01-26,"hamburger meat, rolls/buns"
4453,2014-03-20,"pip fruit, whole milk, napkins"
4453,2014-11-07,whole milk
4453,2014-12-01,"rolls/buns, oil"
4453,2015-05-22,"pork, brown bread"
4453,2015-07-27,"chicken, soda"
4453,2015-08-02,"sausage, frozen vegetables, specialty vegetables"
4453,2015-08-23,yogurt
4454,2015-12-23,"oil, bottled water"
4455,2014-06-18,"root vegetables, canned fish"
4455,2014-08-26,"root vegetables, soda"
4455,2014-10-09,"margarine, rolls/buns"
4455,2015-01-04,"citrus fruit, soda"
4455,2015-06-30,"turkey, whole milk"
4455,2015-09-09,"shopping bags, soda"
4455,2015-10-24,"yogurt, curd"
4455,2015-12-26,"sausage, Instant food products"
4456,2014-05-01,"specialty bar, soda"
4456,2015-03-21,"bottled beer, dessert, cling film/bags"
4456,2015-04-17,"soda, other vegetables, dishes"
4456,2015-05-16,"bottled water, margarine, onions, other vegetables, whole milk"
4456,2015-08-08,"sugar, coffee, cream cheese , bottled water"
4457,2014-06-21,"pork, cereals"
4457,2015-09-03,"fruit/vegetable juice, rolls/buns, packaged fruit/vegetables, ice cream, pasta, margarine, pip fruit"
4458,2014-01-27,"pip fruit, spread cheese"
4458,2014-03-21,"seasonal products, white bread, specialty chocolate, soda"
4459,2014-08-12,"yogurt, other vegetables"
4459,2014-11-21,"whole milk, rolls/buns"
4459,2015-02-08,"sausage, hamburger meat, white bread"
4459,2015-04-26,"tropical fruit, soda, frozen meals"
4459,2015-12-18,"bottled water, beverages"
4460,2015-05-01,"meat, sliced cheese"
4460,2015-05-28,"pastry, red/blush wine"
4460,2015-07-12,"root vegetables, canned beer, dessert, chewing gum"
4461,2014-03-30,"tropical fruit, grapes"
4461,2014-05-13,"cake bar, white bread, newspapers"
4461,2014-11-16,"newspapers, white bread"
4461,2015-02-13,"tropical fruit, white wine"
4462,2014-03-28,"chewing gum, misc. beverages"
4462,2014-09-21,"frankfurter, pickled vegetables"
4462,2015-04-02,"bottled water, yogurt, rolls/buns, newspapers, frozen dessert"
4462,2015-06-07,"domestic eggs, citrus fruit"
4463,2014-05-03,"beef, flour"
4463,2014-06-08,"pip fruit, bottled beer"
4463,2015-08-15,"decalcifier, root vegetables"
4463,2015-11-03,"pork, liver loaf, canned beer, whole milk"
4464,2014-01-23,"rolls/buns, coffee"
4464,2014-02-18,"sausage, butter"
4464,2014-04-11,"oil, hard cheese"
4464,2014-05-19,"other vegetables, soda"
4464,2014-07-27,"beverages, chewing gum, rolls/buns"
4464,2014-08-26,"candy, other vegetables"
4464,2015-03-04,"pastry, sugar"
4464,2015-10-21,"sausage, ice cream"
4465,2014-01-04,"specialty chocolate, frozen potato products"
4465,2014-12-29,"onions, soda"
4466,2014-07-14,"whole milk, soda"
4466,2015-08-20,"yogurt, whole milk, ham, citrus fruit, frozen vegetables"
4466,2015-09-03,"citrus fruit, yogurt"
4467,2014-01-11,"white bread, UHT-milk"
4467,2014-12-11,"meat, soda"
4467,2015-04-23,"other vegetables, pork, newspapers"
4467,2015-11-22,"frozen vegetables, berries, whole milk, candy"
4468,2014-03-12,"onions, bottled water, sliced cheese"
4468,2014-05-02,"bottled water, soft cheese, dishes, chocolate"
4468,2015-03-24,"sausage, baking powder, canned beer, brandy, white bread, curd, bottled beer"
4468,2015-06-15,"pork, brown bread"
4469,2014-09-13,"pork, curd"
4469,2014-11-29,"root vegetables, tropical fruit"
4469,2015-10-18,"fish, root vegetables, chocolate"
4470,2014-02-08,"brown bread, liquor"
4470,2014-06-13,"tropical fruit, rolls/buns"
4470,2015-03-31,"canned beer, whole milk, frozen vegetables, cream cheese , spread cheese"
4470,2015-06-23,"frozen meals, other vegetables"
4470,2015-12-23,"onions, whipped/sour cream, red/blush wine"
4471,2014-04-13,"pet care, mustard"
4471,2014-10-08,"whole milk, yogurt, sliced cheese"
4471,2014-12-05,"whole milk, cream cheese "
4471,2015-02-28,"coffee, butter"
4472,2014-10-11,"cake bar, Instant food products"
4473,2014-06-03,"bottled beer, other vegetables"
4473,2014-12-21,"specialty bar, canned beer"
4473,2015-06-26,"hamburger meat, tropical fruit, cat food, whole milk, artif. sweetener, packaged fruit/vegetables"
4473,2015-09-07,"pork, rolls/buns, sparkling wine"
4474,2014-04-02,"butter milk, fruit/vegetable juice"
4474,2014-07-18,"bottled water, yogurt"
4474,2015-11-10,"pastry, brown bread"
4474,2015-12-10,"whole milk, canned beer, specialty bar, sugar, detergent"
4475,2014-07-19,"butter milk, whole milk, brandy"
4475,2015-04-03,"other vegetables, misc. beverages"
4477,2014-10-14,"other vegetables, newspapers, chewing gum, dessert"
4477,2015-02-15,"hamburger meat, whole milk, whipped/sour cream"
4478,2014-06-20,"roll products , rice"
4478,2015-08-02,"UHT-milk, whole milk, newspapers, domestic eggs"
4478,2015-12-04,"soda, bottled water, seasonal products"
4479,2014-01-24,"rolls/buns, soda"
4479,2014-07-02,"brown bread, waffles"
4479,2014-11-25,rolls/buns
4479,2015-02-10,"semi-finished bread, margarine, butter"
4480,2014-05-17,"frankfurter, rolls/buns, jam"
4480,2014-06-12,"misc. beverages, chocolate"
4481,2014-08-11,"frozen meals, fruit/vegetable juice"
4481,2014-09-19,brown bread
4482,2014-12-18,"jam, cream cheese "
4482,2015-08-07,"dishes, shopping bags, hard cheese, other vegetables"
4482,2015-11-30,"hamburger meat, whole milk, rolls/buns, yogurt, frozen vegetables"
4483,2014-07-03,"other vegetables, whole milk"
4483,2015-08-15,"canned vegetables, chocolate marshmallow"
4484,2014-04-23,"shopping bags, bottled water"
4484,2014-06-06,"whipped/sour cream, canned fish"
4484,2015-11-27,"rolls/buns, pork"
4485,2014-01-27,"dessert, pastry"
4485,2014-07-28,"hygiene articles, rolls/buns, red/blush wine"
4485,2014-11-13,"beef, canned beer, margarine"
4485,2015-07-25,"root vegetables, beef, whole milk, curd"
4486,2014-07-07,"yogurt, herbs"
4486,2015-07-21,"canned beer, hygiene articles, pork, soft cheese, bottled beer, rolls/buns, chocolate marshmallow"
4486,2015-10-23,"frankfurter, pork, rolls/buns, grapes"
4486,2015-11-06,"berries, rolls/buns"
4486,2015-11-09,"citrus fruit, ham, canned beer, frozen vegetables, tropical fruit, other vegetables, yogurt, whole milk, onions"
4486,2015-12-02,"frankfurter, rolls/buns"
4487,2014-04-08,"meat, hygiene articles, hard cheese, cat food"
4487,2014-06-14,"house keeping products, cat food"
4487,2014-07-29,"oil, curd"
4487,2014-08-18,"spread cheese, whole milk"
4487,2015-01-22,"other vegetables, curd, tropical fruit, brown bread, bottled beer"
4487,2015-07-10,"sausage, tea"
4487,2015-07-20,onions
4488,2014-04-26,"beverages, soda"
4488,2014-10-20,"ice cream, curd"
4488,2014-12-16,"other vegetables, specialty fat"
4489,2014-05-24,"curd, bottled water, other vegetables, white bread"
4489,2015-03-04,"other vegetables, frozen vegetables"
4489,2015-11-19,"shopping bags, curd"
4490,2014-01-21,"domestic eggs, processed cheese, whole milk, bottled water"
4491,2014-09-18,"tropical fruit, bottled water"
4492,2014-04-24,"brown bread, chocolate"
4492,2014-05-15,"frozen dessert, yogurt"
4492,2014-11-25,"butter milk, rolls/buns"
4492,2015-06-14,"sausage, frozen meals, soda"
4493,2014-03-16,"whipped/sour cream, canned beer"
4493,2014-05-05,"other vegetables, whole milk"
4493,2014-11-29,"waffles, margarine"
4493,2015-10-29,"frankfurter, other vegetables, root vegetables"
4494,2014-01-27,"root vegetables, liquor"
4494,2014-04-24,"beef, newspapers"
4494,2014-05-26,"chicken, sugar"
4494,2014-06-11,"berries, frozen meals, dish cleaner"
4494,2014-11-08,"pork, frozen dessert, newspapers"
4494,2014-11-30,"frozen dessert, fruit/vegetable juice"
4494,2015-01-06,"ice cream, rolls/buns"
4494,2015-08-06,"beef, frozen meals, white bread"
4494,2015-11-02,"chicken, tropical fruit"
4495,2014-05-25,"long life bakery product, pip fruit, oil"
4495,2014-10-23,"whole milk, hamburger meat"
4495,2015-03-06,"citrus fruit, waffles"
4495,2015-04-08,"frankfurter, rubbing alcohol, sparkling wine, other vegetables, domestic eggs, white bread, yogurt, soda"
4495,2015-06-20,"coffee, sliced cheese, whipped/sour cream, butter milk"
4495,2015-08-24,"other vegetables, domestic eggs"
4495,2015-12-16,"sausage, beef"
4496,2015-01-23,"turkey, bottled water"
4497,2015-02-20,"butter, root vegetables"
4497,2015-06-07,"whole milk, onions"
4498,2014-06-14,"photo/film, pastry"
4498,2014-07-22,"butter, frozen meals"
4498,2015-02-11,"bottled beer, whole milk, cream cheese "
4498,2015-04-07,"pastry, yogurt"
4498,2015-04-19,"other vegetables, chocolate"
4499,2014-06-25,"soda, specialty bar"
4499,2014-12-20,"fruit/vegetable juice, canned vegetables"
4499,2015-05-06,"bottled beer, beef, frozen vegetables, shopping bags"
4499,2015-08-08,"UHT-milk, tropical fruit"
4499,2015-08-23,"pip fruit, other vegetables"
4499,2015-10-29,"root vegetables, berries, brandy"
4500,2014-02-04,"soft cheese, cat food"
4500,2014-10-25,"curd, yogurt, misc. beverages, pickled vegetables"
4500,2014-11-15,"rolls/buns, cling film/bags"
4500,2015-06-08,"whole milk, flour"
4501,2014-09-08,"chicken, dessert"
4501,2014-10-01,"brown bread, processed cheese"
4501,2015-03-26,"butter milk, berries"
4501,2015-05-08,"other vegetables, bottled water, shopping bags"
4501,2015-06-15,"other vegetables, tropical fruit, pork, soda"
4502,2014-06-04,"pip fruit, sugar, frozen vegetables"
4502,2014-07-27,"hamburger meat, rolls/buns"
4502,2014-09-13,"whole milk, shopping bags"
4502,2015-11-22,"root vegetables, soda"
4503,2015-02-17,"yogurt, whole milk"
4503,2015-03-22,"rolls/buns, pip fruit"
4503,2015-08-09,"whole milk, bottled water"
4503,2015-11-26,"pastry, coffee"
4503,2015-12-19,"tropical fruit, whipped/sour cream, specialty chocolate"
4504,2014-01-21,"misc. beverages, other vegetables, rolls/buns, brown bread"
4504,2014-03-02,"seasonal products, soups"
4504,2014-03-08,"onions, soda"
4504,2014-09-24,"sausage, bottled beer, hygiene articles"
4504,2015-09-04,"root vegetables, citrus fruit, soda"
4505,2014-01-18,"tropical fruit, other vegetables"
4505,2014-06-24,"other vegetables, berries"
4505,2014-11-27,"sweet spreads, soda"
4505,2014-12-30,"onions, root vegetables, domestic eggs, chocolate"
4505,2015-04-17,"tropical fruit, dishes, other vegetables"
4506,2015-08-11,"pork, bottled water"
4507,2015-06-18,"citrus fruit, pastry, candy, softener"
4507,2015-08-15,"tropical fruit, citrus fruit"
4508,2014-06-14,"newspapers, whole milk, waffles"
4508,2014-08-22,"whole milk, rolls/buns"
4508,2014-11-22,"rolls/buns, pip fruit"
4508,2014-11-29,"tropical fruit, white bread"
4508,2015-06-15,"soda, candy"
4508,2015-10-07,"frankfurter, root vegetables"
4509,2014-06-06,"meat, liquor, male cosmetics, fruit/vegetable juice"
4509,2014-07-30,"frozen meals, rolls/buns, chocolate, shopping bags"
4509,2015-06-14,"pork, whole milk"
4509,2015-07-23,"sausage, bottled water"
4509,2015-09-28,"sliced cheese, soda"
4509,2015-11-29,"tropical fruit, berries, beef, butter milk, yogurt, sliced cheese"
4510,2014-03-12,"citrus fruit, hard cheese"
4510,2014-10-22,"sausage, rolls/buns"
4510,2014-11-01,"whole milk, cream cheese "
4510,2014-12-04,"other vegetables, butter"
4510,2015-03-26,"bottled beer, ice cream, pastry, red/blush wine"
4510,2015-04-05,"tropical fruit, specialty chocolate"
4510,2015-09-03,"whole milk, sliced cheese, shopping bags"
4511,2014-08-18,"pork, cream cheese , UHT-milk"
4511,2014-09-15,"soda, rice"
4511,2015-06-29,"beef, pork"
4512,2014-05-28,"pip fruit, seasonal products, chocolate"
4512,2014-06-13,"tropical fruit, white bread"
4512,2014-08-12,"root vegetables, soda, hygiene articles"
4512,2015-03-07,"frankfurter, butter, red/blush wine"
4512,2015-11-08,"other vegetables, newspapers"
4512,2015-12-21,"bottled water, beef"
4513,2014-01-30,"dessert, soft cheese, shopping bags"
4513,2015-11-04,"frozen fruits, dishes"
4514,2014-07-17,"other vegetables, red/blush wine"
4515,2014-03-06,"root vegetables, sugar, bottled water, white bread"
4515,2014-04-16,"yogurt, tropical fruit"
4515,2014-04-24,"other vegetables, soda"
4515,2014-06-23,"frankfurter, curd"
4515,2015-01-11,"whole milk, beef"
4515,2015-05-10,"other vegetables, yogurt"
4515,2015-06-15,"soda, canned beer, other vegetables, whole milk"
4516,2015-03-29,"yogurt, sausage, pip fruit, curd"
4516,2015-12-07,"root vegetables, candy"
4517,2014-10-26,"bottled water, coffee"
4518,2014-08-31,"other vegetables, yogurt"
4518,2015-07-20,"yogurt, rice, butter"
4519,2015-09-02,"sausage, frozen vegetables"
4519,2015-11-03,"napkins, beef, brown bread"
4520,2014-02-11,"whole milk, margarine"
4520,2014-03-01,"mustard, brown bread"
4520,2014-03-23,"pastry, bottled water"
4521,2015-09-15,"frozen potato products, chewing gum"
4522,2014-05-27,"other vegetables, soda"
4522,2014-10-04,"canned beer, other vegetables"
4522,2015-05-18,"canned beer, soda, candles, pickled vegetables"
4523,2014-07-11,"ham, red/blush wine"
4523,2014-08-06,"newspapers, canned beer"
4523,2014-09-01,"specialty chocolate, domestic eggs"
4523,2015-02-27,"grapes, zwieback"
4523,2015-08-24,"frankfurter, brown bread"
4523,2015-10-28,"frankfurter, butter"
4524,2014-04-17,"other vegetables, red/blush wine, curd"
4524,2015-04-22,"whole milk, ice cream, soda, yogurt, spices"
4524,2015-04-26,"citrus fruit, pastry"
4524,2015-05-02,"spread cheese, specialty bar"
4524,2015-07-05,"grapes, butter"
4524,2015-08-26,"whole milk, coffee, fruit/vegetable juice"
4524,2015-12-10,"whole milk, ice cream"
4524,2015-12-26,"sliced cheese, root vegetables, whipped/sour cream"
4525,2014-06-22,"beef, waffles"
4525,2014-07-21,"citrus fruit, bottled beer, cat food"
4525,2014-11-13,"whole milk, bottled beer"
4525,2015-05-11,"liqueur, whole milk"
4525,2015-09-28,"whole milk, citrus fruit, light bulbs"
4525,2015-10-07,"other vegetables, hygiene articles"
4526,2014-08-31,"hamburger meat, margarine"
4526,2014-09-27,"sugar, shopping bags"
4526,2014-10-28,"ice cream, sliced cheese"
4526,2014-12-17,soda
4526,2014-12-19,"UHT-milk, other vegetables, cake bar"
4526,2015-01-18,"other vegetables, whipped/sour cream"
4526,2015-06-08,"citrus fruit, canned beer"
4526,2015-08-21,"frankfurter, yogurt"
4526,2015-08-24,"frankfurter, rolls/buns"
4527,2014-01-02,"brown bread, curd"
4527,2014-03-16,"frankfurter, domestic eggs"
4527,2014-03-22,"newspapers, brown bread"
4527,2014-10-14,"citrus fruit, rolls/buns, frozen vegetables"
4527,2015-10-18,"soda, tropical fruit"
4528,2014-06-27,"cookware, spread cheese"
4528,2015-10-13,"whole milk, yogurt"
4529,2014-10-26,"beef, other vegetables"
4529,2015-01-03,"whole milk, tropical fruit, soda, newspapers"
4529,2015-05-10,"tropical fruit, other vegetables"
4529,2015-05-24,"flower soil/fertilizer, tropical fruit"
4530,2015-04-12,"margarine, fruit/vegetable juice"
4530,2015-09-12,domestic eggs
4531,2014-05-12,"beverages, cat food, soda"
4531,2014-10-11,"pastry, frozen dessert"
4531,2014-12-17,"chocolate marshmallow, flour"
4531,2015-05-29,"frankfurter, shopping bags"
4531,2015-08-10,"canned beer, brown bread, herbs, pastry"
4531,2015-09-29,"pork, meat"
4531,2015-10-16,"bottled water, onions"
4532,2014-11-13,"pip fruit, fruit/vegetable juice"
4532,2014-11-30,"packaged fruit/vegetables, other vegetables"
4532,2015-11-29,"hygiene articles, chicken"
4533,2014-04-13,"curd, cereals"
4533,2014-10-17,"root vegetables, candy"
4533,2015-05-21,"frozen fruits, citrus fruit"
4534,2014-08-28,"tropical fruit, other vegetables"
4534,2014-10-15,"soda, pastry"
4535,2014-07-09,"yogurt, soda"
4535,2014-08-31,whole milk
4535,2015-12-05,"pastry, rolls/buns"
4536,2014-05-11,"citrus fruit, root vegetables"
4536,2015-02-24,"citrus fruit, cream cheese , bottled beer"
4536,2015-04-06,"tropical fruit, pip fruit"
4536,2015-09-13,"hamburger meat, dessert, sliced cheese"
4537,2015-01-01,"ham, brown bread"
4537,2015-01-22,"dessert, rolls/buns"
4537,2015-04-09,"sausage, grapes"
4537,2015-10-12,"bottled beer, rolls/buns"
4537,2015-10-27,"pork, salty snack, sliced cheese"
4537,2015-12-20,"other vegetables, whipped/sour cream"
4538,2014-06-18,"coffee, dishes"
4538,2014-06-22,"soda, fruit/vegetable juice"
4538,2014-08-19,"other vegetables, hard cheese"
4538,2015-11-28,"sausage, liquor (appetizer)"
4539,2014-03-31,"white wine, brown bread"
4539,2014-04-14,"frankfurter, other vegetables, fruit/vegetable juice"
4539,2015-03-09,"whole milk, spread cheese, bottled water, onions"
4540,2014-08-23,"beef, kitchen towels, fruit/vegetable juice"
4540,2014-12-26,"frozen vegetables, coffee"
4540,2015-02-24,"butter, cleaner, red/blush wine"
4540,2015-08-04,"frankfurter, beverages"
4540,2015-10-20,"yogurt, mustard"
4541,2014-04-03,"root vegetables, whole milk, napkins"
4541,2014-07-06,"margarine, cream cheese "
4541,2014-10-07,"rolls/buns, semi-finished bread"
4541,2015-04-18,"coffee, hygiene articles, yogurt"
4542,2014-10-11,"margarine, sweet spreads"
4542,2014-12-05,"other vegetables, soap"
4542,2015-01-18,"whipped/sour cream, coffee"
4543,2014-05-11,"pastry, hard cheese"
4543,2014-06-29,"curd, long life bakery product"
4543,2015-10-23,"rolls/buns, long life bakery product"
4544,2014-05-15,"bottled water, sugar, candy"
4544,2014-10-29,"canned beer, cake bar"
4544,2014-12-08,"coffee, pot plants"
4544,2015-01-07,"sugar, whole milk, ketchup"
4544,2015-01-21,"soda, root vegetables"
4546,2014-03-20,"oil, margarine"
4546,2014-10-18,"other vegetables, pickled vegetables"
4546,2015-04-09,"beef, pip fruit"
4546,2015-09-03,"chicken, tropical fruit, waffles, whipped/sour cream, brown bread"
4547,2014-09-07,"napkins, newspapers"
4547,2015-01-18,"chewing gum, whole milk, white bread, dishes"
4548,2014-01-02,"UHT-milk, other vegetables"
4548,2014-03-17,"sliced cheese, napkins"
4548,2014-10-09,"herbs, onions, brown bread"
4548,2014-10-20,"pork, yogurt"
4548,2015-05-30,"whole milk, cream cheese "
4548,2015-07-28,"herbs, root vegetables"
4548,2015-07-30,"sausage, specialty bar"
4550,2014-01-14,"chicken, long life bakery product"
4550,2014-11-20,"sausage, yogurt"
4550,2015-01-30,"detergent, other vegetables"
4550,2015-03-02,"canned beer, rolls/buns, other vegetables, dog food"
4550,2015-03-26,"canned beer, chicken, other vegetables"
4550,2015-11-09,"root vegetables, newspapers"
4551,2014-01-07,"mayonnaise, pastry"
4551,2015-07-28,"chicken, artif. sweetener"
4552,2015-06-19,"pork, soda, yogurt"
4552,2015-08-13,"other vegetables, domestic eggs, bottled beer"
4552,2015-10-17,"whole milk, root vegetables"
4553,2014-11-04,"other vegetables, pot plants, yogurt, salty snack"
4553,2015-06-13,"curd, coffee, baking powder"
4554,2014-07-18,"white bread, margarine"
4554,2014-07-20,"whole milk, napkins"
4554,2015-07-16,"tropical fruit, citrus fruit, male cosmetics"
4554,2015-08-27,"whole milk, root vegetables"
4555,2014-12-19,"chocolate, brown bread"
4555,2015-03-31,"specialty chocolate, pip fruit"
4555,2015-07-09,"citrus fruit, soda"
4555,2015-07-23,"tropical fruit, pip fruit, whole milk, other vegetables"
4555,2015-11-07,"citrus fruit, whole milk, yogurt, canned beer"
4556,2014-10-12,"yogurt, whipped/sour cream"
4556,2014-11-04,"ham, other vegetables"
4556,2015-01-10,"pip fruit, canned beer"
4556,2015-08-17,"hard cheese, butter milk, long life bakery product"
4557,2014-01-11,"tropical fruit, soda"
4557,2014-07-14,"napkins, coffee"
4557,2014-08-12,"rum, yogurt"
4557,2015-10-19,"turkey, packaged fruit/vegetables"
4558,2014-08-27,"other vegetables, UHT-milk"
4558,2015-04-03,"pork, dental care"
4558,2015-04-05,"whipped/sour cream, tropical fruit"
4559,2014-09-01,"rolls/buns, frozen vegetables"
4559,2015-02-07,"ice cream, whole milk"
4559,2015-03-16,"whole milk, hard cheese"
4559,2015-05-12,"canned beer, yogurt, coffee"
4560,2015-07-01,"bottled beer, other vegetables"
4560,2015-07-03,"frankfurter, waffles"
4561,2014-01-27,"pastry, berries"
4561,2014-02-25,"rolls/buns, oil, fruit/vegetable juice"
4561,2014-06-18,"whole milk, UHT-milk"
4561,2014-09-04,"tropical fruit, grapes"
4562,2014-05-26,"female sanitary products, soda"
4562,2014-11-06,"newspapers, rolls/buns"
4563,2014-01-28,"frozen fish, baking powder"
4563,2014-05-20,"root vegetables, margarine"
4563,2015-05-14,"grapes, sparkling wine, canned beer, pastry"
4563,2015-05-16,"pork, whole milk"
4563,2015-06-27,"pip fruit, other vegetables"
4564,2014-01-29,"shopping bags, whipped/sour cream"
4564,2014-07-06,"shopping bags, newspapers"
4564,2014-10-11,"hamburger meat, bottled beer, brown bread, yogurt"
4564,2015-06-13,"cat food, pip fruit, white bread"
4564,2015-07-08,"rolls/buns, sausage, whole milk, nuts/prunes"
4564,2015-11-04,"ice cream, curd"
4565,2015-12-30,canned beer
4566,2014-04-13,"white bread, hard cheese"
4566,2014-09-16,"tropical fruit, shopping bags"
4566,2014-10-31,"misc. beverages, red/blush wine"
4566,2015-03-10,"canned beer, butter"
4566,2015-07-27,"frankfurter, pastry"
4566,2015-08-30,"whipped/sour cream, pastry, napkins"
4567,2014-03-16,"specialty chocolate, other vegetables"
4567,2014-05-01,"whipped/sour cream, red/blush wine"
4567,2014-05-31,"bottled water, coffee"
4567,2015-08-04,"frankfurter, whole milk"
4567,2015-09-10,"tropical fruit, rolls/buns"
4567,2015-10-02,"hamburger meat, root vegetables"
4569,2014-07-28,"hamburger meat, pastry, cereals"
4569,2014-12-24,"other vegetables, abrasive cleaner, bottled beer"
4569,2015-07-27,"sausage, pip fruit, sliced cheese, root vegetables, butter milk"
4570,2014-04-04,"canned beer, soda, other vegetables, canned vegetables"
4570,2015-08-22,"chicken, tropical fruit"
4571,2014-08-25,"UHT-milk, dessert"
4571,2015-03-03,"bottled water, newspapers"
4571,2015-04-05,"citrus fruit, napkins"
4572,2014-06-27,"cat food, roll products "
4572,2014-10-30,"other vegetables, rolls/buns"
4572,2015-08-02,"UHT-milk, pip fruit"
4572,2015-08-19,"beverages, whole milk, butter milk, fruit/vegetable juice"
4572,2015-10-29,"sausage, whole milk, pastry, rolls/buns, coffee, bottled beer, chocolate"
4573,2014-03-11,"other vegetables, sliced cheese"
4573,2014-03-24,"soft cheese, sliced cheese, soda"
4573,2014-06-08,"whole milk, pot plants"
4573,2015-01-25,"pork, curd"
4573,2015-05-28,"frankfurter, packaged fruit/vegetables"
4573,2015-10-10,"frankfurter, whole milk, margarine"
4573,2015-12-23,"sausage, rolls/buns"
4574,2014-04-18,"soft cheese, yogurt, pastry, instant coffee"
4574,2014-05-01,"seasonal products, other vegetables, bottled water"
4574,2014-11-22,"mayonnaise, bottled beer, rolls/buns, specialty fat"
4574,2015-10-03,"frozen vegetables, pastry"
4574,2015-11-27,"bottled beer, whole milk"
4574,2015-11-30,"frankfurter, sausage, margarine, rolls/buns, bottled beer, mustard"
4575,2014-01-06,"sausage, mustard"
4575,2014-04-08,whole milk
4575,2014-05-03,"rolls/buns, shopping bags"
4575,2015-12-10,"ice cream, other vegetables"
4576,2014-11-21,"dessert, napkins"
4576,2015-06-18,"meat, grapes"
4576,2015-08-05,"root vegetables, UHT-milk, nuts/prunes, frankfurter, misc. beverages, whole milk, cream cheese , canned fish"
4576,2015-09-17,"canned beer, newspapers"
4577,2014-05-29,"frozen meals, soups"
4577,2014-06-22,"napkins, mayonnaise"
4577,2015-11-04,"domestic eggs, root vegetables"
4578,2014-04-26,"root vegetables, shopping bags"
4578,2014-08-12,"yogurt, root vegetables"
4578,2014-08-13,"white bread, pot plants"
4578,2014-09-08,"rolls/buns, yogurt, napkins"
4579,2014-01-19,"whole milk, candles, yogurt"
4579,2014-02-28,"whole milk, pastry"
4579,2014-05-10,"butter, waffles"
4579,2015-01-09,"pip fruit, frankfurter, whole milk, cream cheese "
4579,2015-10-29,"other vegetables, misc. beverages, root vegetables, curd, dessert"
4580,2014-10-12,"soft cheese, coffee"
4580,2015-11-29,"liquor (appetizer), onions, whole milk, butter, cream cheese , specialty cheese"
4581,2014-08-05,"coffee, sliced cheese"
4581,2015-04-03,"tropical fruit, pork, soda, onions"
4582,2014-03-02,"specialty chocolate, other vegetables"
4582,2014-04-23,"bottled beer, cat food"
4582,2014-06-22,"pork, newspapers, root vegetables"
4582,2015-11-13,"fruit/vegetable juice, other vegetables"
4583,2014-06-06,"tropical fruit, other vegetables"
4583,2015-02-23,"pip fruit, curd, canned beer, pork, bottled beer, frozen dessert, dessert, bottled water"
4584,2014-04-22,"other vegetables, bottled beer"
4584,2014-08-29,"citrus fruit, whole milk"
4584,2015-10-09,"beef, tropical fruit"
4584,2015-10-25,"chicken, yogurt"
4584,2015-12-02,"beef, newspapers"
4585,2014-05-17,"yogurt, pastry"
4585,2014-05-18,"shopping bags, domestic eggs"
4585,2015-05-01,"other vegetables, beef, tropical fruit, brown bread, cat food"
4585,2015-07-16,"oil, whipped/sour cream, specialty cheese, soda, beverages"
4585,2015-09-28,"sausage, pork, butter milk, canned beer, whole milk, yogurt, rolls/buns"
4586,2014-05-17,"rolls/buns, red/blush wine"
4586,2014-08-16,"rolls/buns, specialty bar"
4586,2014-09-26,"whole milk, newspapers, bottled water"
4587,2014-05-23,"salt, seasonal products"
